Orthophosphate,Ammonium,Nitrite,Nitrate,Nitrite + Nitrate,Chlorophyll,Temperature of water,Specific Conductance ,Salinity,Dissolved Oxygen,Air Temperature ,Precipitation,year,month
0.0551,0.07905,0.01235,0.01435,0.0267,5.625,14.77819444,49.62920833,32.48263889,6.923125,14.03768595,18.529,2005,11
0.0496,0.0675,0.01105,0.0445,0.05555,3.19,12.61517008,47.38785392,30.7885626,6.843610936,12.44036257,159.371,2005,12
0.0392,0.1245,0.0399,0.17725,0.21715,6.38,12.55302419,43.92411962,28.31350806,7.406989247,11.24444148,89.083,2006,1
0.02,0.015,0.00305,0.0025,0.00555,5.51,13.52715774,49.12921875,32.06331845,8.337053571,11.65442739,28.423,2006,2
0.02645,0.0022,0.005,0.01455,0.01955,26.315,13.91431452,39.56596102,25.25497312,8.335215054,10.14302853,129.674,2006,3
0.03455,0.02015,0.0064,0.04095,0.04735,7.305,15.89722222,36.97851389,23.49090278,6.980277778,12.78531681,92.891,2006,4
0.0612,0.026,0.0029,0.0009,0.0038,6.26,18.96270161,49.64196237,32.54032258,5.308870968,13.71440814,15.727,2006,5
0.1048,0.0841,0.0098,0.01425,0.02405,5.755,20.51395833,55.19805556,36.64555556,2.778784722,15.13600551,0,2006,6
0.0412,0.0084,0.00215,0.0003,0.0022,20.535,21.88525596,56.09202869,37.30772557,2.125192659,15.41739803,0.508,2006,7
0.117,0.0072,0.0005,0.0001,0.0006,168.785,21.19885753,56.1746707,37.3999328,2.521984386,15.15130626,0,2006,8
0.0434,0.07255,0.00965,0.0199,0.02955,12.78,19.32270833,54.71272222,36.30076389,4.115763889,14.27518299,0,2006,9
0.04185,0.0857,0.01215,0.0399,0.05205,9.055,17.60893817,52.70090054,34.79717742,7.427016129,14.36579301,3.047,2006,10
0.04275,0.0719,0.00845,0.0233,0.03175,9.23,15.46006786,51.42948059,33.80943277,5.539112891,12.37072917,32.738,2006,11
0.0204,0.0327,0.0033,0.01195,0.01525,9.94,11.14210044,48.689799,31.65607283,7.448979717,10.35772849,84.508,2006,12
0.03325,0.07575,0.0103,0.0827,0.093,8.175,10.04996072,50.94565202,33.20347569,8.811568132,8.21374328,24.107,2007,1
0.03645,0.08025,0.00825,0.17465,0.1829,11.485,13.0626466,47.11161034,30.60548611,5.784554292,10.634375,96.176,2007,2
0.0433,0.11105,0.0229,0.3795,0.4024,2.44,15.90778361,46.04273293,29.90079613,4.826958523,11.44768145,7.107,2007,3
0.0369,0.06435,0.008,0.0576,0.0656,6.88,17.23086905,48.53029048,31.69024702,7.721720238,11.14552083,29.437,2007,4
0.0583,0.04255,0.00565,0.37445,0.3801,2.895,18.10870296,49.84663978,32.67997312,7.493951613,12.22842742,7.869,2007,5
0.05435,0.06775,0.0049,0.0253,0.0302,11.45,19.88360119,51.11769904,33.62047619,5.042596501,12.65673611,0.508,2007,6
0.0418,0.04875,0.0042,0.0399,0.0441,10.27,21.09963008,51.16930329,33.65534474,4.819546482,15.0265793,4.315,2007,7
0.0648,0.0252,0.00855,0.0412,0.0497,21.13,21.31129032,51.67321237,34.03135081,4.17564264,15.21172715,1.015,2007,8
0.0524,0.0847,0.0164,0.0603,0.0767,12.555,20.21520833,51.12524653,33.63576389,2.977806078,15.51486111,13.193,2007,9
0.04475,0.0043,0.007,0.0441,0.0511,24.965,17.52050883,48.76558745,31.8997538,4.935200801,13.7234879,7.868,2007,10
0.061,0.1392,0.0173,0.0118,0.0291,7.915,14.45840278,46.93283681,30.50916667,5.215288657,12.0509375,7.616,2007,11
0.0367,0.08665,0.01685,0.12085,0.1377,6.665,10.66592742,45.37018817,29.25050403,5.912005279,8.689348118,53.545,2007,12
0.02955,0.07065,0.0124,0.2899,0.3023,4.435,10.90802598,41.93914891,26.8473661,6.976113265,9.384744624,153.021,2008,1
0.0622,0.0842,0.0322,0.5926,0.6248,4.16,13.54440053,40.93683205,26.19083978,8.325529649,9.908764368,90.343,2008,2
0.0317,0.0064,0.0064,0.0442,0.045,5.25,16.21280738,50.93859325,33.45689484,7.079485259,10.33545027,3.807,2008,3
0.0506,0.04635,0.006,0.0282,0.0342,4.54,16.94618467,52.78235417,34.81270833,6.604182344,10.65163194,5.838,2008,4
0.029,0.0253,0.00425,0.0151,0.01935,3.526666667,16.82546233,52.38558097,34.5403871,5.11150431,11.91004704,0.508,2008,5
0.05725,0.027,0.0043,0.04405,0.04835,10.26,20.0485298,52.779267,34.85571706,1.053470934,13.56555556,0.762,2008,6
0.05585,0.0435,0.00305,0.0408,0.04385,10.8,21.21651683,53.96515104,35.72587489,1.307135351,14.48316532,1.016,2008,7
0.05045,0.06275,0.005,0.0222,0.0272,9.22,21.24119636,53.45584003,35.35872609,2.840723893,14.43471102,0.508,2008,8
0.071333333,0.076466667,0.0078,0.037,0.0448,2.963333333,20.93167695,53.58416403,35.28903914,3.695351942,14.93357639,0,2008,9
0.049333333,0.0487,0.004,0.0579,0.0619,1.413333333,17.81389168,53.17195773,34.63120541,5.376326215,14.34193548,12.944,2008,10
0.032533333,0.0875,0.0038,0.0467,0.0505,4.28,15.0178125,49.85987153,32.65854167,5.692083333,13.49659722,34.006,2008,11
0.0264,0.1044,0.0066,0.016,0.0226,1.14,11.1359207,49.21994288,32.04630376,7.571807796,9.231014785,83.483,2008,12
0.0248,0.0784,0.0027,0.0215,0.0242,4.75,11.51282718,49.0841059,31.978125,8.025698217,11.74122984,38.825,2009,1
0.0421,0.069,0.0128,0.0982,0.111,4.56,12.88809524,44.59670568,28.80718625,7.910714286,10.44832589,143.124,2009,2
0.0564,0.0534,0.0378,0.071,0.1088,1.33,15.3421371,43.51712366,28.07634409,7.433266129,10.42543683,44.407,2009,3
0.0502,0.05365,0.0053,0.0552,0.0605,3.4,16.21790101,47.48065735,30.92430771,7.352859731,11.27378472,24.112,2009,4
0.0538,0.0177,0.0042,0.0144,0.0186,7.91,18.49229497,51.4039,33.7463,6.2162,12.41454973,6.091,2009,5
0.0463,0.0374,0.0045,0.0133,0.0178,4.91,21.22943086,59.21401342,39.67259889,3.502262327,14.21128472,4.062,2009,6
0.03705,0.01405,0.00376,0.0332,0.0369,25.595,21.660926,57.7975588,38.60687723,3.458445093,13.88235887,3.3,2009,7
0.0374,0.0676,0.0165,0.0562,0.0727,0.69,21.36650856,54.66733333,36.253334,4.327745286,14.97866263,0,2009,8
0.0412,0.08575,0.00845,0.0385,0.04695,4.455,20.56516572,52.21711939,34.42564103,6.719110577,14.61434028,0,2009,9
0.03475,0.03815,0.0021,0.02745,0.02955,2.475,17.1438172,48.60361895,31.78521505,6.389045699,13.69697581,160.077,2009,10
0.03775,0.09745,0.0098,0.0211,0.0309,2.215,13.77138889,50.31188542,32.94388889,6.958611111,11.73125,1.27,2009,11
0.0224,0.0656,0.0054,0.1063,0.1117,3.04,10.92247984,48.39595345,31.39878608,8.214852151,9.308266129,18.011,2009,12
0.0305,0.0384,0.007566667,0.034933333,0.0425,5.5,12.26448253,46.00742944,29.79075941,6.890255376,11.01875,152.758,2010,1
0.0424,0.0481,0.03125,0.40795,0.4392,1.54,14.25586459,44.68449733,28.89750889,6.915203347,10.9437872,128.153,2010,2
0.0688,0.0873,0.0437,0.3397,0.3834,2.13,15.64586694,40.50857863,25.959375,7.501982527,10.94166667,72.065,2010,3
0.0449,0.0317,0.0035,0.0829,0.0864,1.24,16.13996528,46.47677431,30.15388889,7.454513889,11.25604167,93.127,2010,4
0.0954,0.0151,0.0028,0.0236,0.0264,0.8,17.24983199,50.81268145,33.25793011,5.69858871,11.99546371,11.93,2010,5
0.1279,0.0593,0.0046,0.0327,0.0373,3.58,20.07156027,53.72994179,35.36825597,3.496994764,13.46378472,0,2010,6
0.08095,0.0797,0.0051,0.03475,0.03985,4.28,19.4114037,51.51126748,33.91831949,4.645680361,13.61518817,0.254,2010,7
0.0638,0.0872,0.0028,0.0918,0.0946,4.76,19.85787786,51.34922364,33.79931123,5.078165525,13.85577957,1.27,2010,8
0.0553,0.078,0.009,0.081,0.09,2.12,20.17506944,53.95096726,35.71855159,4.633333333,14.64493056,0,2010,9
0.0925,0.07235,0.0111,0.0664,0.07645,3.44,17.57667201,53.52495771,35.26165093,5.711026768,13.6063172,32.481,2010,10
0.0525,0.070233333,0.0112,0.051,0.0622,6.493333333,13.37868056,48.99313076,31.95682124,7.681354167,11.29079861,84.259,2010,11
0.0512,0.1057,0.0163,0.0423,0.0586,8.35,12.05137769,46.02625336,29.79674059,7.446639785,10.8985215,136.77,2010,12
0.0354,0.06115,0.0277,0.1596,0.1873,11.6225,11.77831931,44.95804085,28.3829902,8.595310309,10.91323925,47.445,2011,1
0.02735,0.0635,0.0148,0.15815,0.173,0.56985,12.27850407,44.1925716,28.46111298,8.167415022,9.446577381,89.565,2011,2
0.018933333,0.064733333,0.0238,0.4159,0.439733333,4.377766667,14.67782258,41.29793683,26.50426747,8.344455645,11.37540323,152.514,2011,3
0.1008,0.0702,0.0272,0.3694,0.3966,1.4751,16.99658142,42.66499258,27.34331908,8.386520946,11.55295139,5.584,2011,4
0.0621,0.04105,0.0047,0.0255,0.0302,5.7736,17.70887097,52.57104167,34.50742608,6.56090519,11.97116936,28.936,2011,5
0.08955,0.02215,0.0047,0.0183,0.023,3.8289,19.19434028,53.57573264,35.44565972,5.288645833,13.34545139,21.824,2011,6
0.067366667,0.03,0.004333333,0.028533333,0.032866667,7.585466667,21.29452285,55.23368952,36.6796371,4.419455645,14.11461694,0.254,2011,7
0.0464,0.1012,0.0061,0.0176,0.0237,14.8184,19.71334005,54.4262836,36.084375,6.16108871,13.84170027,0.254,2011,8
0.0425,0.087,0.0131,0.0333,0.0464,8.7186,19.80368823,53.49016096,35.38460673,5.334549708,14.43152778,0,2011,9
0.0486,0.07855,0.0122,0.0394,0.0516,12.3975,18.78108199,51.10506048,33.61918683,5.875134409,15.02271505,46.7,2011,10
0.033166667,0.0843,0.005266667,0.031133333,0.036366667,24.11736667,13.62840278,50.03706944,32.74732639,7.344097222,11.00017361,44.909,2011,11
0.0331,0.0147,0.0043,0.0082,0.0126,28.0057,10.18424059,50.86703293,33.17478767,7.382862903,8.692842742,1.015,2011,12
0.0326,0.0488,0.0113,0.1554,0.1667,0.5488,11.46911962,48.48112455,31.52547939,8.012231183,10.01068548,74.111,2012,1
0.033,0.0868,0.00995,0.07675,0.0867,20.90085,13.24094828,47.51677112,30.90351273,7.75704023,10.11684626,16.75,2012,2
0.0204,0.0027,0.0041,0.0274,0.0315,27.99466667,14.26485215,46.26622358,30.02820833,7.353192204,10.38165323,83.491,2012,3
0.0307,0.02825,0.00355,0.2719,0.27545,19.41475,16.81521418,43.2710198,27.91194121,7.153607822,11.61711806,50.501,2012,4
0.0512,0.0664,0.0022,0.0494,0.0516,8.8491,18.52432018,52.04018068,34.30111703,6.880336375,11.90836693,0.254,2012,5
0.0645,0.0571,0.00235,0.0163,0.0187,8.71615,20.01402778,54.34439931,36.01427083,4.953095309,13.31003472,5.584,2012,6
0.0676,0.145266667,0.001966667,0.039133333,0.041166667,7.477566667,20.48968414,51.84741263,34.16602823,4.829200269,13.84932796,0.508,2012,7
0.0558,0.1255,0.00255,0.0317,0.0342,4.17445,20.51236559,52.70268481,34.79721102,4.663037634,13.81320565,0,2012,8
0.05,0.1162,0.0011,0.0222,0.0233,11.358,20.00246528,54.158625,35.88395833,4.92747076,13.310625,0,2012,9
0.04025,0.11425,0.0049,0.03405,0.03895,13.6216,18.52695529,52.76568011,34.8478247,6.164786361,14.91260081,10.66,2012,10
0.0402,0.1033,0.020866667,0.032,0.0529,3.5867,15.17913194,49.05722191,32.08234453,7.208229167,13.69788194,81.217,2012,11
0.0496,0.0898,0.0049,0.3017,0.3066,31.6094,12.25389785,43.94367601,28.29165948,7.145488115,9.801478495,158.344,2012,12
0.038,0.079,0.004,0.346,0.349,22.25,10.48924731,47.22576599,30.48305135,9.022446237,8.33,15.989,2013,1
0.0415,0.082,0.003,0.222,0.2255,11.645,12.72841557,51.61815216,33.88227185,8.742232534,8.771949405,21.568,2013,2
0.062666667,0.118,0.002,0.199666667,0.201,7.323333333,16.29489247,51.79078819,34.05442653,8.246639785,10.7405578,17.259,2013,3
0.075,0.058,0.001,0.134,0.136,8.54,18.23097222,52.98726851,34.99387391,7.239082968,11.82763889,11.168,2013,4
0.057,0.065,0.001,0.067,0.068,9.63,19.54559812,52.9542215,34.97887013,6.068083677,13.20231855,1.777,2013,5
0.046,0.006,0.002,0.007,0.009,46.765,20.30293202,51.07789722,33.59084978,5.221532895,14.3334375,1.523,2013,6
0.068,0.081333333,0.004666667,0.025333333,0.03,11.11333333,21.05981183,54.98046707,36.48965054,5.121984478,14.06,0,2013,7
0.05,0.156,0.007,0.075,0.082,5.79,21.33423812,54.08460036,35.80872422,5.076781268,15.2485,0.762,2013,8
0.06,0.062,0.00685,0.026,0.026,10.56,21.26666667,54.22202814,35.92101023,4.840601608,14.815,0.254,2013,9
0.0475,0.055,0.003,0.052,0.0545,9.335,17.20714594,53.74786016,35.56540502,7.531642261,10.29815188,0.508,2013,10
0.042666667,0.066666667,0.003,0.064,0.066,4.14,14.38346016,51.04604444,33.51259722,7.629046418,11.60895833,11.675,2013,11
0.056,0.057,0.002,0.081,0.083,2.65,10.28037634,51.22600669,33.50175933,8.217708333,10.16102151,8.376,2013,12
0.035,0.051,0.0012,0.121,0.122,3.37,12.44815188,50.59252778,33.06566239,8.250424095,12.34956317,1.269,2014,1
0.043,0.1355,0.00285,0.148,0.151,6.225,14.30978423,43.96777928,28.40333462,7.597088235,11.51071429,110.901,2014,2
0.033666667,0.049,0.001666667,0.151333333,0.153,14.83666667,17.08507966,47.47953294,30.95154916,7.086946199,14.023,64.209,2014,3
0.03,0.092,0.0011,0.268,0.269,9.37,17.91594193,45.50151163,29.50662029,6.454095006,12.81,35.02,2014,4
0.068,0.061,0.0005,0.044,0.045,6.68,19.64982194,53.17976362,35.14819712,6.220444563,14.3,0.762,2014,5
0.0505,0.0405,0.0019,0.038,0.04,3.265,20.15082785,54.0130883,35.77793264,5.510646199,13.896875,0.508,2014,6
0.0295,0.008,0.0018,0.005,0.007,43.405,22.13319678,53.71108459,35.53675621,4.640017361,16.26377688,1.523,2014,7
0.05,0.094,0.002,0.037,0.039,14.74,22.16209218,53.66482008,35.50899621,4.27494213,16.85299059,0,2014,8
0.057,0.068,0.0015,0.031,0.0325,7.36,21.85054167,53.38742138,35.30076651,5.613497537,16.8740625,9.391,2014,9
0.054,0.086,0.0034,0.029,0.032,3.65,18.98861205,53.01320023,35.02447774,6.26074809,16.44243952,34.765,2014,10
0.050333333,0.087,0.0037,0.083333333,0.087,4.116666667,14.56865174,49.67737781,32.51327571,7.626825502,13.96756945,41.877,2014,11
0.019,0.088,0.0044,0.187,0.191,2.03,14.09099462,40.96606519,26.26512097,7.060047043,12.23860887,126.385,2014,12
0.0463,0.0622,0.002,0.579,0.581,6.28,13.13924731,45.77661833,29.66069403,9.069119624,12.79657258,0,2015,1
0.0395,0.0447,0.01235,0.147,0.159,2.165,15.53511905,46.39555208,30.15520833,8.892094951,13.38619792,46.951,2015,2
0.045966667,0.041233333,0.018633333,0.126,0.145,3.053333333,18.20714474,46.51538879,30.25404438,7.499886205,13.55752688,6.854,2015,3
0.0564,0.0355,0.0202,0.02,0.04,6.26,17.41760417,48.89068977,31.97621122,6.628611842,12.01604167,14.72,2015,4
0.0684,0.0415,0.0226,0.006,0.028,5.33,18.29576613,50.30140267,33.02235637,5.53888547,13.03790323,3.046,2015,5
0.0559,0.1065,0.01835,0.0415,0.06,3.915,20.74892361,51.5528683,33.94434895,5.538541667,14.685625,0,2015,6
0.061166667,0.126666667,0.0184,0.015666667,0.034333333,5.946666667,22.60403226,53.66288949,35.49587091,4.795217418,17.07281586,0.761,2015,7
0.0363,0.0794,0.0106,0.04,0.05,11.26,23.21556707,51.59750744,33.95564856,5.429166676,17.87933468,0.762,2015,8
0.0351,0.0782,0.0117,0.054,0.066,17.15,21.9175,48.92833462,32.0147055,4.755204313,17.35086806,1.015,2015,9
0.0453,0.1175,0.0206,0.035,0.0555,4.445,20.40277413,51.23916371,33.72559885,5.582573974,16.47795699,6.853,2015,10
0.046533333,0.132,0.0185,0.058,0.076333333,3.516666667,13.85833333,45.57398148,29.50302373,6.418680556,11.64243056,76.384,2015,11
0.0307,0.0822,0.0152,0.017,0.032,2.59,11.46597694,44.88714155,28.90722143,7.20213073,11.01,86.281,2015,12
0.024,0.048,0.0031,0.157,0.16,2.41,11.00197511,41.08314259,26.23068182,8.000040584,11.22,191.859,2016,1
0.0356,0.338,0.0297,0.237,0.2665,18.525,16.29121503,41.31241441,26.51563957,7.885529575,13.68,27.918,2016,2
0.072333333,0.107,0.0058,0.096666667,0.102666667,4.726666667,16.99383714,35.84912919,22.70291785,7.388553483,12.88380376,167.495,2016,3
0.028,0.077,0.0267,0.036,0.063,7.25,17.99646394,48.65373201,31.82687211,7.168384148,13.59697917,19.29,2016,4
0.058,0.159,0.0087,0.202,0.211,5.523,19.25799731,45.34406924,29.42133733,5.889850958,13.41743952,7.107,2016,5
0.094,0.049,0.0113,0.0047,0.016,4.145,20.78,49.42665175,32.38437685,4.257353286,14.47506944,0,2016,6
0.077666667,0.026333333,0.009366667,0.002,0.011666667,5.853333333,20.73215726,52.23831989,34.45178091,5.531572408,14.00433468,0,2016,7
0.045,0.121,0.0162,0.013,0.029,6.27,19.9047379,50.55533266,33.21777554,5.145124848,14.69301075,0.508,2016,8
0.083,0.089,0.0129,0.044,0.057,3.88,20.0590625,50.25108268,32.99159503,5.953431065,15.26923611,0.762,2016,9
0.026,0.054,0.01333,0.041,0.0543,8.5,18.30070565,48.03379888,31.3712765,5.685312997,15.10816532,59.639,2016,10
0.026666667,0.009,0.0171,0.047666667,0.064333333,30.88666667,15.85277778,47.48595833,30.93635417,7.533602246,13.16673611,0.761,2016,11
0.027,0.11,0.0126,0.123,0.136,6.29,11.74544352,44.39755436,28.60668421,7.979919222,10.24872312,5.077,2016,12
0.08,0.344,0.0241,1.016,1.04,3.08,12.05950554,32.82201833,20.54891837,9.363954604,10.15322581,280.158,2017,1
0.016,0.166,0.0133,0.38,0.393,32.72,14.43031994,33.03417039,20.75732887,8.421316964,11.01,206.066,2017,2
0.017666667,1.135333333,0.0135,0.105,0.121333333,22.24,16.46851966,36.85874739,23.39435296,7.798597103,12.56932124,25.637,2017,3
0.064,0.102,0.0168,0.108,0.125,2.98,17.19229031,41.35108995,26.55673344,7.43402726,13.01,69.534,2017,4
0.072,0.125,0.0186,0.164,0.183,2.49,19.23153571,49.94673274,32.76171429,6.464053571,13.21,1.016,2017,5
0.083,0.0305,0.0139,0.0245,0.0385,7.725,21.05913194,50.31781612,33.0347383,5.755662922,14.52708333,1.016,2017,6
0.066666667,0.056333333,0.0234,0.025666667,0.049,11.85,21.59163306,54.84189079,36.38387547,5.0909134,14.46875,0,2017,7
0.053,0.039,0.0232,0.019,0.042,25.53,21.62365591,55.10400985,36.58048485,5.595132638,16.1296371,0,2017,8
0.085,0.293,0.0273,0.017,0.044,11.57,21.61880359,55.23033714,36.67252881,6.048091845,17.84256945,3.3,2017,9
0.053,0.172,0.01326,0.018,0.037,9.765,17.92980511,51.99389449,34.27399194,7.463373656,15.30994624,3.046,2017,10
0.029,0.309,0.067533333,0.019,0.086666667,2.946666667,15.8571864,50.56538194,33.1849537,6.402096631,14.10993056,65.471,2017,11
0.017,0.167,0.0516,0.028,0.08,1.54,11.48965054,50.38391682,32.89876396,8.219657258,12.19539651,4.569,2017,12
0.044,0.337,0.018,0.19,0.208,1.54,13.77565621,48.02920515,31.29474944,7.611804341,12.51454973,81.712,2018,1
0.044,0.2965,0.0165,0.0545,0.0705,3.395,13.79538868,49.73386841,32.51407332,8.69765539,10.93325893,4.316,2018,2
0.046666667,0.076333333,0.007,0.059333333,0.066666667,34.83,15.27049731,48.0427279,31.33308746,7.738707533,11.52872984,61.915,2018,3
0.067,0.21,0.062,0.859,0.921,27.59,18.25004596,49.61955729,32.51749527,5.624254712,12.33927083,17.006,2018,4
0.086,0.265,0.018,0.072,0.09,5.26,19.25021682,53.34276056,35.26884978,5.322229061,13.17489919,2.284,2018,5
0.1075,0.011,0.004,0.073,0.077,8.63,20.3321875,54.24174306,35.94916667,4.824379751,14.1196875,0,2018,6
0.068,0.019,0.0132,0.003,0.016,12.81666667,22.14726337,55.62859359,36.97039403,3.516308657,15.40561156,0.254,2018,7
0.046,0.012,0.006,0.002,0.008,23.6,21.19701896,54.00201061,35.76515952,4.432379032,14.91545699,0,2018,8
0.063,0.138,0.021,0.072,0.092,8.68,20.02302083,54.87728125,36.42416667,5.085486111,14.223125,0.254,2018,9
0.0295,0.1525,0.016,0.0555,0.0715,4.97,19.11705963,53.10753378,35.10932301,5.880699278,14.73635753,2.539,2018,10
0.027,0.055,0.005333333,0.071,0.076,2.08,14.56177083,52.05167014,34.25027778,6.852291667,13.25944445,39.842,2018,11
0.0304,0.1353,0.0209,0.091,0.1119,2.04,12.71552419,47.26389113,30.69902554,7.077318548,11.23581989,43.144,2018,12
0.03,0.227,0.02,0.265,0.285,2.02,12.69351478,45.53640071,29.45846774,7.798433432,11.68951613,14.721,2019,1
0.043,0.174,0.033,1.019,1.052,3.595,12.5828497,39.6765067,25.30744048,9.991889881,9.491778274,95.168,2019,2
0.023333333,0.085333333,0.022666667,0.505,0.527666667,3.36,15.6062164,41.0327957,26.33222446,7.776552316,11.28242607,69.283,2019,3
0.0583,0.1061,0.0314,0.041,0.0724,3.42,18.34586806,49.037583,32.1028337,5.714421028,12.77618056,7.869,2019,4
0.04,0.111,0.0169,0.042,0.059,5.98,18.94899194,48.92462254,32.02148581,5.329233871,13.2374664,45.165,2019,5
0.0705,0.0865,0.011,0.01,0.021,8.81,20.60697917,53.23539873,35.17400816,5.098806851,14.97222222,1.777,2019,6
0.025,0.146666667,0.01322,0.011,0.025,2.596666667,21.39675722,53.54314014,35.41628165,4.557531162,14.95668683,0.762,2019,7
0.06,0.133,0.014,0.022,0.036,8.87,22.10567876,53.71103424,35.53370225,6.147963542,16.33145161,0.762,2019,8
0.039,0.011,0.0182,0.0322,0.016,10.32,21.60565972,52.96500928,34.9838348,5.355178655,16.91326389,2.284,2019,9
0.0175,0.0935,0.013,0.0325,0.0455,16.645,17.67308468,53.42547356,35.334131,5.940365733,14.70850134,0,2019,10
0.043333333,0.113,0.008,0.052,0.06,2.756666667,14.79510417,49.51391422,32.38679841,7.52375,11.63583333,7.359,2019,11
0.047,0.182,0.01,0.137,0.147,5.08,12.74136425,43.01327285,27.66656586,8.694556452,11.29895833,28.682,2019,12
