Orthophosphate,Ammonium,Nitrite,Nitrate,Nitrite + Nitrate,Chlorophyll,Temperature of water,Specific Conductance ,Salinity,Dissolved Oxygen,Air Temperature ,Precipitation,year,month
0.1074,0.06055,0.0141,0.1377,0.1518,5.585,14.35672043,36.40688172,23.06901882,7.801276882,10.14302853,129.674,2006,3
0.25935,0.11995,0.0176,0.9155,0.9331,6.61,16.71652778,31.36109722,19.68770833,7.704444444,12.78531681,92.891,2006,4
0.15025,0.04625,0.0074,0.007,0.0144,6.5,19.22520161,49.17435484,32.17399194,6.609274194,13.71440814,15.727,2006,5
0.29875,0.01635,0.00235,0.00075,0.0031,12.015,20.01902778,54.09147917,35.80875,5.232569444,15.13600551,0,2006,6
0.077,0.0429,0.0014,0.0013,0.0027,16.93,21.20342742,56.26127322,37.41871334,4.615322581,15.41739803,0.508,2006,7
0.1302,0.03585,0.00135,0.0007,0.00145,28.27,20.49254032,53.55097756,35.4170406,3.495967742,15.15130626,0,2006,8
0.0901,0.17635,0.00855,0.0024,0.01095,7.725,18.90534722,52.27681944,34.46583333,4.007569444,14.27518299,0,2006,9
0.07315,0.1407,0.00615,0.00555,0.0117,6.745,16.95725806,52.44204973,34.56922043,5.843682796,14.36579301,3.047,2006,10
0.0422,0.04075,0.00475,0.0101,0.01485,3.1,14.30100937,48.83380975,31.86988534,6.463816214,12.37072917,32.738,2006,11
0.0486,0.0342,0.0019,0.00825,0.01015,4.73,10.66066829,47.15167026,30.52266504,8.50986184,10.35772849,84.508,2006,12
0.04045,0.04955,0.00415,0.0136,0.01775,8.62,9.726520003,50.30357804,32.69377965,9.753298941,8.21374328,24.107,2007,1
0.0236,0.08155,0.00515,0.05295,0.0581,5.235,13.88463542,44.57711682,28.8547247,8.125447917,10.634375,96.176,2007,2
0.0489,0.1594,0.0196,0.28615,0.30575,2.45,16.82704973,44.93238575,29.09176747,6.93848595,11.44768145,7.107,2007,3
0.1327,0.05645,0.0022,0.0118,0.014,3.88,17.34378472,49.31355556,32.24347222,7.538819444,11.14552083,29.437,2007,4
0.0602,0.04325,0.00275,0.06975,0.0725,2.685,17.78491263,51.49189852,33.86656586,7.619345238,12.22842742,7.869,2007,5
0.1421,0.0434,0.0013,0.0092,0.0105,11.59,18.9903125,53.33429514,35.24190972,6.223486991,12.65673611,0.508,2007,6
0.09545,0.0324,0.0007,0.0067,0.0074,9.795,20.56682032,52.8010384,34.84479167,5.171784336,15.0265793,4.315,2007,7
0.501,0.02045,0.00175,0.008,0.0097,17.45,20.80430437,49.69863733,32.55475853,5.56803368,15.21172715,1.015,2007,8
0.0498,0.0552,0.00595,0.0054,0.01135,7.47,19.80230903,46.36441753,30.13188368,3.919227431,15.51486111,13.193,2007,9
0.04605,0.0093,0.00295,0.0143,0.01725,9.475,16.31022899,45.51842988,29.51163372,5.419686974,13.7234879,7.868,2007,10
0.0633,0.0378,0.00735,0.0022,0.00955,7.18,13.69333333,45.03522569,29.10409722,5.934269006,12.0509375,7.616,2007,11
0.02435,0.0098,0.00245,0.01335,0.0158,5.62,9.979717742,46.73566522,30.16012344,7.979266058,8.689348118,53.545,2007,12
0.04665,0.0577,0.0147,0.3617,0.3764,2.845,10.72271799,41.1438221,26.27167424,8.04521911,9.384744624,153.021,2008,1
0.083033333,0.058733333,0.018833333,0.374566667,0.3934,1.583333333,12.20700758,35.62864554,22.44765513,7.246162318,9.908764368,90.343,2008,2
0.0883,0.1623,0.020533333,0.1705,0.191033333,4.39,15.94555835,43.34258523,27.91482008,8.586443822,10.33545027,3.807,2008,3
0.0834,0.0549,0.00495,0.011,0.01595,6.205,16.75073442,49.99597603,32.75257839,7.459975299,10.65163194,5.838,2008,4
0.11075,0.07675,0.0109,0.50115,0.51205,8.895,17.59321237,49.10372424,32.10978047,6.058092976,11.91004704,0.508,2008,5
0.09355,0.0953,0.00185,0.03635,0.0382,7.645,18.79738625,53.33435069,35.23972222,5.543080435,13.56555556,0.762,2008,6
0.0799,0.03985,0.00205,0.0295,0.03155,14.425,20.36722788,50.64773081,33.2559271,4.535373603,14.48316532,1.016,2008,7
0.0884,0.03095,0.00125,0.0016,0.0029,5.465,20.34725912,50.6774496,33.28602151,5.462565556,14.43471102,0.508,2008,8
0.07405,0.04725,0.00265,0.017,0.01965,1.955,19.43517361,49.38249452,32.31919498,4.254443673,14.93357639,0,2008,9
0.04335,0.0205,0.0006,0.0143,0.0149,0.855,16.97509954,50.82075255,33.37315847,4.925070194,14.34193548,12.944,2008,10
0.0455,0.0365,0.0008,0.00715,0.00795,3.135,14.47993056,49.41907292,32.31211806,6.168159722,13.49659722,34.006,2008,11
0.03415,0.01445,0.003,0.0267,0.0297,2.505,10.79176747,47.04939852,30.45685484,8.983602151,9.231014785,83.483,2008,12
0.042566667,0.035166667,0.0187,0.159,0.0011,1.213333333,11.39627016,48.71104503,31.66189516,8.23172043,11.74122984,38.825,2009,1
0.0784,0.1106,0.003133333,0.042866667,0.046,3.69,13.08709077,39.05210193,24.95215774,8.06547619,10.44832589,143.124,2009,2
0.0471,0.05305,0.042,0.47055,0.51255,1.99,16.03501344,41.20379032,26.44963038,7.829200269,10.42543683,44.407,2009,3
0.03635,0.03655,0.00375,0.0105,0.01425,2.285,17.09010417,52.24675208,34.39434722,6.509993056,11.27378472,24.112,2009,4
0.0939,0.0584,0.0058,0.00215,0.00795,2.53,18.49644777,53.60637252,35.43765351,6.739151306,12.41454973,6.091,2009,5
0.05585,0.0419,0.0028,0.0027,0.0057,4.23,20.01340278,54,35.8,5.4121875,14.21128472,4.062,2009,6
0.08325,0.05245,0.0017,0.0017,0.0034,9.46,20.40231855,54.69925514,36.26685271,3.828652108,13.88235887,3.3,2009,7
0.0687,0.0398,0.00285,0.00855,0.0114,6.215,20.61387769,54.4,36.02,4.5,14.97866263,0,2009,8
0.07085,0.0359,0.0012,0.00295,0.00415,3.915,20.39941539,54.2,35.8,3.5,14.61434028,0,2009,9
0.039733333,0.0156,0.0006,0.0092,0.0098,2.546666667,16.70633657,54.05,35.6,5.2,13.69697581,160.077,2009,10
0.0595,0.01845,0.00095,0.0041,0.00505,2.015,11.81128414,54.016466,35.55028219,6.633678233,11.73125,1.27,2009,11
0.02575,0.0218,0.0011,0.08395,0.08505,2.79,10.24290995,51.74976637,33.77058036,7.979737903,9.308266129,18.011,2009,12
0.05235,0.0178,0.00185,0.0172,0.01905,2.63,12.22375672,44.56683132,28.76586022,7.580073925,11.01875,152.758,2010,1
0.0506,0.08645,0.03305,0.5046,0.53765,1.53,14.20286458,43.13658854,27.78738839,7.650186012,10.9437872,128.153,2010,2
0.1885,0.15945,0.03715,0.29885,0.336,0.45,15.54879032,38.5340289,24.57520161,7.029771505,10.94166667,72.065,2010,3
0.17325,0.0317,0.0003,0.0142,0.01265,1.315,17.21523359,44.24069318,28.5928346,8.211644571,11.25604167,93.127,2010,4
0.27035,0.0739,0.0094,0.1376,0.0048,2.885,17.8799063,52.7053808,34.74867684,5.744635177,11.99546371,11.93,2010,5
0.9492,0.1399,0.00115,0.0037,0.00485,2.66,19.78724767,55.17128704,36.61396383,5.012668492,13.46378472,0,2010,6
0.8928,0.0338,0.0012,1.01495,1.01615,0.315,19.15741933,52.07177029,34.32242911,6.807185734,13.61518817,0.254,2010,7
0.0768,0.0467,0.00155,0.0109,0.0125,5.075,19.31421371,50.96026882,33.58198925,5.916330645,13.85577957,1.27,2010,8
0.07095,0.0391,0.0006,0.0095,0.0101,2.29,19.18305233,49.44995458,32.6967999,4.161851986,14.64493056,0,2010,9
0.055833333,0.038566667,0.0021,0.029966667,0.032066667,2.006666667,16.14506448,48.54458085,31.99074901,5.781795635,13.6063172,32.481,2010,10
0.04515,0.0557,0.00205,0.0276,0.02965,7.225,13.21868056,48.18346875,30.82746528,6.660416667,11.29079861,84.259,2010,11
0.041,0.103533333,0.0062,0.004133333,0.010333333,4.886666667,11.98622312,46.5618246,29.64973118,7.332862903,10.8985215,136.77,2010,12
0.08805,0.05,0.0074,0.255,0.80325,2.6685,11.67174059,45.38415323,29.31337366,9.180174731,10.91323925,47.445,2011,1
0.0227,0.045,0.0049,0.05785,0.06275,0.6822,12.20430007,46.57240931,30.2029723,5.010483368,9.446577381,89.565,2011,2
0.0295,0.07185,0.02265,0.6591,0.68175,1.32855,15.23400538,35.38232141,22.46002653,5.867791219,11.37540323,152.514,2011,3
0.031866667,0.00785,0.0077,0.013066667,0.0208,15.60086667,16.91041667,44.42135764,28.77520833,6.905729167,11.55295139,5.584,2011,4
0.0863,0.15245,0.01135,0.08425,0.09565,5.68945,17.58941532,50.99798051,33.51377688,6.470396505,11.97116936,28.936,2011,5
0.05695,0.0743,0.00775,0.0447,0.05245,2.6186,18.70207265,52.31199279,34.50144765,5.992715241,13.34545139,21.824,2011,6
0.09095,0.0378,0.01025,0.0045,0.0147,2.66725,20.4811828,52.116875,34.35588038,5.351354018,14.11461694,0.254,2011,7
0.053533333,0.062,0.000966667,0.004333333,0.005333333,4.307466667,19.1984207,49.13414315,32.42264785,5.039178678,13.84170027,0.254,2011,8
0.03735,0.0248,0.0034,0.0044,0.0078,4.50215,19.19199927,49.89613889,33.36704861,5.017083333,14.43152778,0,2011,9
0.0918,0.0032,0.00115,0.00115,0.0022,7.5806,17.81923385,48.70112567,31.8718078,4.358126849,15.02271505,46.7,2011,10
0.03035,0.03235,0.0028,0.01495,0.01775,2.72215,13.45061582,49.17915321,32.11571725,6.533466873,11.00017361,44.909,2011,11
0.024766667,0.033833333,0.0036,0.008566667,0.012166667,2.352933333,9.33851372,49.78893712,32.31346545,8.136079776,8.692842742,1.015,2011,12
0.02595,0.02985,0.0072,0.1049,0.1121,0.295,11.06954444,47.67634736,30.91427222,7.974169444,10.01068548,74.111,2012,1
0.03485,0.09835,0.00685,0.0481,0.05505,3.529,13.11188937,47.37264727,30.78315374,7.747270115,10.11684626,16.75,2012,2
0.028,0.05645,0.0078,0.0655,0.0733,8.3694,14.40743916,46.70848918,30.33814202,6.463024722,10.38165323,83.491,2012,3
0.040666667,0.151766667,0.004266667,0.2369,0.241166667,4.898233333,16.94184028,46.18198811,30.0040396,7.573620197,11.61711806,50.501,2012,4
0.19125,0.37755,0.0167,0.03095,0.0476,11.23195,18.29119624,55.30215278,36.71458333,6.604491747,11.90836693,0.254,2012,5
0.1264,0.0092,0.0005,0.0035,0.004,6.4068,19.23007493,53.27598221,35.21460985,5.59537208,13.31003472,5.584,2012,6
0.102,0.00975,0.00145,0.00525,0.0067,4.7013,19.86862267,52.54600948,34.6817848,5.380187538,13.84932796,0.508,2012,7
0.0868,0.022733333,0.0258,0.00813,0.0013,3.432366667,19.69760116,53.39576878,35.30747383,5.34574296,13.81320565,0,2012,8
0.1145,0.032,0.0014,0.0023,0.0038,3.3337,19.00704861,53.40191667,35.31284722,5.120447038,13.310625,0,2012,9
0.1073,0.0418,0.005,0.00725,0.0078,4.43825,17.89969758,50.02098599,32.81237272,4.575,14.91260081,10.66,2012,10
0.0472,0.0798,0.01025,0.0394,0.04965,2.87165,14.80385417,49.87010297,32.636127,6.928978356,13.69788194,81.217,2012,11
0.056333333,0.1051,0.0103,0.3699,0.380233333,5.354766667,12.09651743,42.7089044,27.41672134,7.136604336,9.801478495,158.344,2012,12
0.05,0.1355,0.013,0.635,0.648,5.965,10.59516941,46.87567376,30.33315591,8.591275183,8.33,15.989,2013,1
0.048,0.079,0.0025,0.1095,0.1115,4.79,12.48694196,49.61781113,32.37725642,7.801004464,8.771949405,21.568,2013,2
0.06,0.08,0.001,0.106,0.107,4.605,16.54714382,52.5481215,34.64900078,6.816526608,10.7405578,17.259,2013,3
0.083,0.082,0.001666667,0.068666667,0.07,4,18.76644737,52.9153148,34.92992218,7.797509724,11.82763889,11.168,2013,4
0.0605,0.0655,0.0015,0.018,0.019,13.03,19.54583568,52.36345143,34.53091263,8.025605012,13.20231855,1.777,2013,5
0.0635,0.0121,0.0015,0.007,0.0095,30.325,19.39502315,52.23834086,34.44446759,5.828756288,14.3334375,1.523,2013,6
0.103,0.0227,0.003,0.003,0.006,11.055,20.02168269,53.09499092,35.08629723,4.877523345,14.06,0,2013,7
0.046666667,0.067,0.006,0.014333333,0.014,1.983333333,20.49663978,53.40152414,35.31060794,5.411516988,15.2485,0.762,2013,8
0.082,0.034,0.0045,0.015,0.015,5.005,20.12621528,52.62401607,34.80274306,4.708282867,14.815,0.254,2013,9
0.0485,0.029,0.001,0.0105,0.0115,5.6,16.61355299,51.33118952,33.75571237,4.919657258,10.29815188,0.508,2013,10
0.035,0.04,0.0015,0.012,0.0135,2.97,13.85130022,51.50687936,33.79354932,6.321019003,11.60895833,11.675,2013,11
0.044666667,0.046333333,0.001333333,0.036,0.037333333,3.11,9.450772849,51.31913978,33.41179435,7.364616935,10.16102151,8.376,2013,12
0.029,0.073,0.001,0.058,0.059,3.225,11.96010996,49.12636119,32.00095456,7.558023853,12.34956317,1.269,2014,1
0.0465,0.1015,0.001,0.0635,0.0645,2.85,14.40435426,45.87435318,29.75522794,7.624934363,11.51071429,110.901,2014,2
0.051,0.1265,0.0021,0.1465,0.149,3.75,17.45037882,46.98690768,30.58824437,8.665053432,14.023,64.209,2014,3
0.083666667,0.067,0.001533333,0.257666667,0.259333333,4.216666667,18.68765168,48.14318361,31.42617898,7.774074114,12.81,35.02,2014,4
0.0745,0.0605,0.0013,0.0185,0.02,1.845,19.82926747,54.51469758,36.1234207,6.98044097,14.3,0.762,2014,5
0.054333333,0.041666667,0.001866667,0.016333333,0.018333333,2.74,20.03923611,53.98437847,35.74125,6.356822276,13.896875,0.508,2014,6
0.0475,0.0075,0.00155,0.009,0.0105,9.435,21.74079301,54.047031,35.75992519,4.637061517,16.26377688,1.523,2014,7
0.066,0.003,0.001966667,0.0035,0.0055,11.84333333,21.87072386,52.65419513,34.74536198,6.568154059,16.85299059,0,2014,8
0.06,0.007,0.0045,0.012,0.0165,2.705,21.51114583,52.48618046,34.61430214,6.67720689,16.8740625,9.391,2014,9
0.049,0.008,0.0019,0.0114,0.007,3.82,19.06223118,51.34741783,33.78746003,5.893424349,16.44243952,34.765,2014,10
0.039,0.0185,0.002,0.0175,0.0195,3.015,15.41138889,49.21079861,32.18805556,6.977165934,13.96756945,41.877,2014,11
0.015333333,0.040666667,0.001033333,0.021666667,0.022666667,3.493333333,13.88618952,39.18632742,24.9954166,6.499101703,12.23860887,126.385,2014,12
0.0424,0.1396,0.0022,0.3995,0.4015,7.915,10.90767155,48.21626929,31.31203704,9.264563172,12.79657258,0,2015,1
0.0417,0.04345,0.00445,0.0415,0.046,2.505,15.6546503,46.546875,30.25588768,7.615029762,13.38619792,46.951,2015,2
0.0424,0.03645,0.01565,0.0165,0.0325,2.46,18.1452621,49.85152713,32.68332781,7.907192745,13.55752688,6.854,2015,3
0.064966667,0.030933333,0.02,0.016333333,0.036666667,4.973333333,17.41506944,51.0154625,33.52647149,7.257901232,12.01604167,14.72,2015,4
0.06375,0.0256,0.02095,0.0085,0.029,3.615,18.30514113,53.76962058,35.5814173,6.378931452,13.03790323,3.046,2015,5
0.073,0.0384,0.01445,0.0075,0.022,4.125,20.82878472,53.81440697,35.61483512,6.062228535,14.685625,0,2015,6
0.04945,0.02475,0.0152,0.001,0.016,9.25,22.18160174,52.65402817,34.74098248,4.788564429,17.07281586,0.761,2015,7
0.049066667,0.174666667,0.003,0.012,0.015,9.856666667,22.67906586,51.68400967,34.01365844,4.882676518,17.87933468,0.762,2015,8
0.0276,0.031,0.005,0.019,0.0245,16.305,21.14420139,51.98131366,34.2545406,5.657000216,17.35086806,1.015,2015,9
0.03495,0.0669,0.01655,0.0085,0.025,8.305,19.89317876,50.47616599,33.14942876,6.260813628,16.47795699,6.853,2015,10
0.0478,0.07475,0.01425,0.0195,0.0335,2.68,13.0709269,49.21182022,32.05953709,7.380156637,11.64243056,76.384,2015,11
0.030633333,0.0865,0.0133,0.008666667,0.021666667,5.906666667,10.76536573,46.92378215,30.34686368,7.745712108,11.01,86.281,2015,12
0.022,0.088,0.00235,0.1225,0.1245,12.74,13.00698925,39.85675403,25.44176747,6.859038978,11.22,191.859,2016,1
0.0915,0.686,0.0609,0.68,0.741,4.11,15.38086356,43.64184465,28.15702661,6.773182967,13.68,27.918,2016,2
0.1175,0.251,0.01065,0.068,0.079,3.415,17.1655394,36.21523253,22.99408956,6.772683928,12.88380376,167.495,2016,3
0.074333333,0.063,0.0088,0.0882,0.097,11.87,18.7315625,45.54663399,29.54494737,6.883271848,13.59697917,19.29,2016,4
0.138,0.125,0.0069,0.066,0.0735,4.88,19.20278898,54.25614462,35.93824927,6.927503531,13.41743952,7.107,2016,5
0.1545,0.0485,0.0059,0.01,0.015,3.745,20.53916667,53.31344792,35.23201389,6.630946914,14.47506944,0,2016,6
0.138,0.0125,0.00585,0.0095,0.0155,5.075,20.3734543,52.11479415,34.35071098,6.410824457,14.00433468,0,2016,7
0.075,0.0573,0.0074,0.003,0.011,3.2,19.84751344,50.04451572,32.83292987,6.084925902,14.69301075,0.508,2016,8
0.042,0.0645,0.01245,0.0195,0.032,3.78,19.58322917,51.12753316,33.6206007,5.890556843,15.26923611,0.762,2016,9
0.0315,0.057,0.0068,0.0075,0.0143,3.25,17.50409946,49.16271841,32.18084677,4.856438224,15.10816532,59.639,2016,10
0.029,0.143,0.01625,0.049,0.0655,3.825,15.07347222,47.62680556,31.00798611,6.16123128,13.16673611,0.761,2016,11
0.020333333,0.113666667,0.010033333,0.081666667,0.091333333,2.933333333,11.00987267,48.12506169,31.22205256,7.642392889,10.24872312,5.077,2016,12
0.269,0.365,0.0468,1.605,1.652,0.975,11.41367608,29.12584858,18.1075273,7.755813172,10.15322581,280.158,2017,1
0.0705,0.3205,0.04905,0.7345,0.7835,5.02,14.31168155,32.96472656,20.69723043,7.44483052,11.01,206.066,2017,2
0.072,0.1395,0.01325,0.3985,0.4115,5.76,17.00598118,37.98969758,24.17381614,8.482176194,12.56932124,25.637,2017,3
0.099333333,0.137666667,0.016766667,0.061333333,0.078,1.716666667,17.87569444,42.78732986,27.57024306,9.334754221,13.01,69.534,2017,4
0.145,0.0585,0.01225,0.015,0.027,2.185,19.37990591,51.27158125,33.72498196,7.080507153,13.21,1.016,2017,5
0.159,0.0195,0.01415,0.0175,0.0315,8.5,20.57291667,54.39089119,36.03783406,6.87795871,14.52708333,1.016,2017,6
0.082,0.015,0.0118,0.0055,0.0173,7.8,20.67933468,53.63800739,35.47856183,6.384797936,14.46875,0,2017,7
0.121333333,0.019,0.010933333,0.0082,0.0191,7.816666667,21.1125672,53.79601142,35.59747984,4.981838764,16.1296371,0,2017,8
0.192,0.1525,0.0189,0.0142,0.0331,6.545,21.18518823,53.33749883,35.2452902,5.323589853,17.84256945,3.3,2017,9
0.0665,0.171,0.0083,0.0081,0.0145,8.725,17.25594758,53.73049059,35.52829301,5.618408408,15.30994624,3.046,2017,10
0.0415,0.143,0.0579,0.014,0.065,3.085,15.43400256,53.24903738,35.12126921,5.753391106,14.10993056,65.471,2017,11
0.022666667,0.068,0.046766667,0.036,0.0503,1.096666667,10.60997984,50.5,33.5,7.948322838,12.19539651,4.569,2017,12
0.0845,0.1983,0.0225,0.5475,0.57,3.035,13.1875336,47.05972902,30.56813209,6.676645348,12.51454973,81.712,2018,1
0.0445,0.1705,0.007,0.3798,0.3868,6.665,13.1516369,50.36425223,32.92864583,6.561085862,10.93325893,4.316,2018,2
0.0605,0.303,0.0095,0.1095,0.119,3.835,15.28784699,46.56973384,30.24913306,8.077872465,11.52872984,61.915,2018,3
0.213,0.231333333,0.025666667,0.089666667,0.115333333,47.41666667,18.29927313,46.26079728,30.07401058,4.828313145,12.33927083,17.006,2018,4
0.1725,0.1105,0.0065,0.007,0.013,3.73,18.87066532,53.96106791,35.71626759,5.654165155,13.17489919,2.284,2018,5
0.12,0.008,0.0015,0.0116,0.0131,9.52,19.69322917,53.54222542,35.41423929,3.176520674,14.1196875,0,2018,6
0.0855,0.014,0.0074,0.0082,0.008,10.01,21.31764113,53.59396037,35.4452865,4.90987844,15.40561156,0.254,2018,7
0.061666667,0.023333333,0.0045,0.0056,0.0101,12.07666667,20.42096774,53.45322514,35.34494038,5.789800946,14.91545699,0,2018,8
0.1045,0.017,0.008,0.0055,0.002,5.795,19.23951389,52.22015499,34.4305888,5.762333671,14.223125,0.254,2018,9
0.0385,0.0875,0.007,0.003,0.01,5.3,18.3936828,51.65130712,34.00524194,6.446048775,14.73635753,2.539,2018,10
0.0245,0.035,0.002,0.0345,0.0365,1.59,13.96173611,51.0245628,33.45913648,6.640957304,13.25944445,39.842,2018,11
0.036,0.2041,0.0214,0.036,0.025,3.15,12.28760081,47.50468414,30.84495968,6.867903954,11.23581989,43.144,2018,12
0.0215,0.326,0.023,0.2895,0.3125,3.13,12.55749328,46.7225168,30.28770161,7.11865839,11.68951613,14.721,2019,1
0.0595,0.339,0.065,1.484,1.549,2.945,12.49259673,34.8468564,21.95904018,8.01655506,9.491778274,95.168,2019,2
0.024,0.176,0.026,0.6325,0.6585,6.46,16.15045027,39.35650934,25.14158567,7.084004113,11.28242607,69.283,2019,3
0.041666667,0.090333333,0.014333333,0.0165,0.0225,2.723333333,18.6875,47.44124306,30.92826389,6.613455874,12.77618056,7.869,2019,4
0.046,0.024,0.0095,0.023,0.0325,3.24,18.85880376,50.03377688,32.82429435,6.611960066,13.2374664,45.165,2019,5
0.0545,0.0505,0.0085,0.0125,0.021,12.015,20.27218151,50.40450838,33.10319325,5.762659912,14.97222222,1.777,2019,6
0.031,0.085,0.0074,0.0061,0.0135,5.25,20.67002688,51.7375504,34.0781586,5.922421692,14.95668683,0.762,2019,7
0.041666667,0.078333333,0.005,0.0069,0.741,7.886666667,21.52375672,52.88664139,34.91398214,5.511493225,16.33145161,0.762,2019,8
0.044,0.035,0.011,0.014,0.025,7.02,20.77232639,52.9130758,34.92954858,5.141606783,16.91326389,2.284,2019,9
0.0165,0.0265,0.008,0.0077,0.0157,13.78,16.61152554,51.82413306,34.09905914,5.666479498,14.70850134,0,2019,10
0.0315,0.073,0.0045,0.0225,0.027,4.735,14.24420139,51.05924097,33.49380958,6.729113304,11.63583333,7.359,2019,11
0.095,0.712,0.036,0.762666667,0.798666667,2.033333333,12.66834677,40.76074261,26.05793011,6.438642473,11.29895833,28.682,2019,12
